age;temperature_minimum_average;pollen_Psylvestris;pollen_Puncinata;pollen_Bpendula;pollen_Cavellana;pollen_Qpetraea;real_charcoal;ignitions;charcoal_sum;charcoal_Psylvestris;charcoal_Puncinata;charcoal_Bpendula;charcoal_Cavellana;charcoal_Qpetraea 
-13190;-1.2409604549408;473324;21604;16003;4410;0;0.1;1;0;0;0;0;0;0
-13189;-1.0409604549407998;475826;22185;16649;4455;0;0.1;0;0;0;0;0;0;0
-13188;-1.5409604549407998;472325;20870;14945;4374;0;0.09;0;0;0;0;0;0;0
-13187;-1.2409604549408;475826;21862;15868;4414;0;0.09;0;0;0;0;0;0;0
-13186;-0.7409604549407999;480300;23281;17432;4461;0;0.08;0;0;0;0;0;0;0
-13185;-0.8409604549407999;480272;23174;17135;4456;0;0.08;0;0;0;0;0;0;0
-13184;-1.8409604549407999;472863;20360;13807;4293;0;0.07;0;0;0;0;0;0;0
-13183;0.05903954505920006;487524;25487;20089;4563;0;0.07;0;0;0;0;0;0;0
-13182;-1.0409604549407998;481219;23071;16483;4419;0;0.06;0;0;0;0;0;0;0
-13181;-0.6409604549407999;485347;24359;17914;4489;0;0.06;1;0;0;0;0;0;0
-13180;-1.6409604549408;478517;21483;14432;4284;0;0.06;0;0;0;0;0;0;0
-13179;-1.2409604549408;482629;22798;15609;4333;0;0.05;0;0;0;0;0;0;0
-13178;-1.7409604549408;479370;21267;13965;4215;0;0.05;1;0;0;0;0;0;0
-13177;-1.3409604549407999;483910;22778;15247;4225;0;0.04;0;0;0;0;0;0;0
-13176;-1.5409604549407998;482482;22272;14554;4144;0;0.04;0;0;0;0;0;0;0
-13175;-1.8409604549407999;480741;21356;13634;4044;0;0.04;0;0;0;0;0;0;0
-13174;-2.3409604549407996;475716;19632;12162;3838;0;0.03;0;0;0;0;0;0;0
-13173;-1.3409604549407999;486509;23479;15158;4056;0;0.03;0;0;0;0;0;0;0
-13172;-0.7409604549407999;491824;25577;17170;4111;0;0.03;0;0;0;0;0;0;0
-13171;-1.4409604549408;486964;23622;14775;3989;0;0.03;0;0;0;0;0;0;0
-13170;-1.5409604549407998;487498;23359;14475;3923;0;0.03;0;0;0;0;0;0;0
-13169;-1.4409604549408;488729;23836;14844;3906;0;0.02;0;0;0;0;0;0;0
-13168;-0.7409604549407999;495486;26358;17206;4006;0;0.02;0;0;0;0;0;0;0
-13167;-1.8409604549407999;487125;22774;13532;3792;0;0.02;0;0;0;0;0;0;0
-13166;-1.5409604549407998;491175;24026;14575;3785;0;0.02;0;0;0;0;0;0;0
-13165;-1.9409604549408;488344;22543;13470;3613;0;0.02;0;0;0;0;0;0;0
-13164;-1.5409604549407998;493045;24234;14762;3627;0;0.02;0;0;0;0;0;0;0
-13163;-1.6409604549408;492823;24090;14525;3539;0;0.03;0;0;0;0;0;0;0
-13162;-0.34096045494079985;504120;28626;19211;3630;0;0.03;0;0;0;0;0;0;0
-13161;-0.24096045494079998;505378;29191;19719;3633;0;0.03;0;0;0;0;0;0;0
-13160;-0.8409604549407999;502764;27731;17700;3555;0;0.04;0;0;0;0;0;0;0
-13159;-1.9409604549408;493561;23857;13954;3352;0;0.04;0;0;0;0;0;0;0
-13158;-0.44096045494079994;507866;29134;19509;3486;0;0.05;0;0;0;0;0;0;0
-13157;-1.6409604549408;498691;25237;15127;3248;0;0.05;1;949.6180895016957;399.5999999999999;454.6052180620411;25.485607852607227;69.92726358704748;0
-13156;0.05903954505920006;512396;30300;21493;3312;0;0.06;1;586.05;586.05;0;0;0;0
-13155;-0.6409604549407999;507997;28834;19011;3228;0;0.07;0;0;0;0;0;0;0
-13154;-0.7409604549407999;508732;28728;18776;3190;0;0.08;0;0;0;0;0;0;0
-13153;-0.9409604549407999;508357;28233;18187;3143;0;0.09;0;0;0;0;0;0;0
-13152;-0.040960454940799806;515674;30940;21814;3168;0;0.09;0;0;0;0;0;0;0
-13151;-1.3409604549407999;507280;27444;16971;2966;0;0.1;1;168.27359698092454;124.05275759745163;33.961573386084936;10.259265997387958;0;0
-13150;-1.5409604549407998;506382;26576;16282;2866;0;0.11;0;0;0;0;0;0;0
-13149;-1.1409604549408;511706;28127;17732;2810;0;0.12;0;0;0;0;0;0;0
-13148;-0.34096045494079985;519100;30849;20782;2828;0;0.13;1;5062.4158131424165;2230.9868061876086;1640.9605059894043;47.32250803013487;1143.1459929352684;0
-13147;-1.3409604549407999;509462;26651;16922;1622;0;0.14;1;26.827235543938695;2.20199179321247;0;24.625243750726224;0;0
-13146;-0.8409604549407999;515461;28244;18767;1617;0;0.15;2;5094.924712716903;4672.66579838342;103.32066997282412;318.93824436065796;0;0
-13145;-0.8409604549407999;511808;28299;18558;1589;0;0.17;0;0;0;0;0;0;0
-13144;-1.1409604549408;510236;27574;17402;1559;0;0.18;0;0;0;0;0;0;0
-13143;-1.5409604549407998;507338;26234;15919;1466;0;0.19;0;0;0;0;0;0;0
-13142;-0.24096045494079998;519950;30229;21166;1490;0;0.2;0;0;0;0;0;0;0
-13141;-1.1409604549408;513784;27998;17709;1423;0;0.21;2;5992.1484710526;5693.704204320527;0;298.44426673207244;0;0
-13140;-0.9409604549407999;511012;28731;18503;1423;0;0.22;0;0;0;0;0;0;0
-13139;-0.6409604549407999;514231;29752;20036;1410;0;0.23;0;0;0;0;0;0;0
-13138;-0.5409604549407998;516285;30158;20656;1405;0;0.24;0;0;0;0;0;0;0
-13137;-1.3409604549407999;511053;27735;17631;1368;0;0.25;0;0;0;0;0;0;0
-13136;-3.1409604549408;490133;20376;11162;1250;0;0.26;0;0;0;0;0;0;0
-13135;-1.5409604549407998;511638;26902;16699;1331;0;0.27;0;0;0;0;0;0;0
-13134;-0.6409604549407999;520585;29991;20214;1333;0;0.28;0;0;0;0;0;0;0
-13133;-0.8409604549407999;519342;29791;19604;1334;0;0.29;3;656.32439009482;646.0363317936816;0;10.28805830113843;0;0
-13132;-0.44096045494079994;523488;30975;21413;1351;0;0.3;3;4355.7971408091835;4248.069701320908;0;107.7274394882748;0;0
-13131;-0.9409604549407999;516714;29884;19376;1331;0;0.31;3;10983.203743528877;5797.3162355574605;4912.5610835584;273.32642441301437;0;0
-13130;-1.2409604549408;509306;24220;18150;1325;0;0.32;3;4845.599420085637;4007.0721500171726;573.6759873299785;264.8512827384858;0;0
-13129;-1.3409604549407999;505424;23495;17635;1339;0;0.33;0;0;0;0;0;0;0
-13128;-1.2409604549408;507169;23743;18067;1352;0;0.33;0;0;0;0;0;0;0
-13127;0.2590395450592;518885;26757;23973;1417;0;0.34;3;1441.0553374899923;592.2417462474955;833.8651216421775;14.94846960031917;0;0
-13126;-0.040960454940799806;517496;25619;22999;1423;0;0.35;4;5366.612605955238;5263.364362427821;0;103.24824352741706;0;0
-13125;-1.3409604549407999;503993;23254;18085;1376;0;0.35;0;0;0;0;0;0;0
-13124;-1.8409604549407999;499418;21837;16292;1315;0;0.36;4;877.1353569865262;776.05;89.4095568669007;11.675800119625423;0;0
-13123;-1.5409604549407998;502994;22496;17318;1339;0;0.36;4;397.2499912601996;397.2499912601996;0;0;0;0
-13122;-0.1409604549407999;514819;25605;22528;1407;0;0.37;4;0;0;0;0;0;0
-13121;-0.34096045494079985;514397;25429;21674;1395;0;0.37;0;0;0;0;0;0;0
-13120;-0.44096045494079994;514967;25476;21315;1406;0;0.37;0;0;0;0;0;0;0
-13119;-0.34096045494079985;516636;25742;21741;1428;0;0.37;4;204.9947769799392;195.85121117103725;0;9.143565808901934;0;0
-13118;-0.7409604549407999;514727;25064;20248;1417;0;0.37;4;779.6809466639565;779.6809466639565;0;0;0;0
-13117;-1.6409604549408;507520;23134;16798;1331;0;0.37;0;0;0;0;0;0;0
-13116;-0.1409604549407999;520822;26371;22196;1449;0;0.38;0;0;0;0;0;0;0
-13115;-0.5409604549407998;519300;25826;20545;1431;0;0.38;0;0;0;0;0;0;0
-13114;-1.1409604549408;515801;24704;18177;1380;0;0.38;4;7923.539048786352;7035.58118021552;666.7806694332198;221.1771991376127;0;0
-13113;-1.9409604549408;502136;21920;14947;1300;0;0.39;4;5128.961864145086;5059.014874649573;0;69.9469894955129;0;0
-13112;-0.5409604549407998;510554;25192;19728;1425;0;0.39;0;0;0;0;0;0;0
-13111;-1.4409604549408;504144;23454;16393;1299;0;0.4;0;0;0;0;0;0;0
-13110;-1.1409604549408;507688;24275;17559;1334;0;0.41;4;782.6142745062249;782.6142745062249;0;0;0;0
-13109;-1.7409604549408;502170;22791;15389;1243;0;0.42;4;0;0;0;0;0;0
-13108;-2.4409604549408;495424;20409;13063;1193;0;0.42;0;0;0;0;0;0;0
-13107;-1.9409604549408;502469;22027;14593;1297;0;0.43;4;113.86928324837315;112.10898305505928;0;1.7603001933138667;0;0
-13106;-1.9409604549408;503365;22028;14529;1279;0;0.45;5;12403.227100437867;12154.123175300147;0;249.1039251377209;0;0
-13105;-0.9409604549407999;500521;24797;17713;1419;0;0.46;5;9440.605661513091;9063.705745795214;31.35193388494537;345.5479818329318;0;0
-13104;-1.0409604549407998;491529;24779;16908;1402;0;0.47;0;0;0;0;0;0;0
-13103;-0.9409604549407999;493122;25073;17394;1417;0;0.48;0;0;0;0;0;0;0
-13102;-0.9409604549407999;493771;25217;17324;1439;0;0.49;5;1393.2417742036544;1375.3302222082473;0;17.911551995407187;0;0
-13101;-1.5409604549407998;488776;23893;15471;1394;0;0.51;5;2439.8180940144975;1183.6975625522625;912.3971356918498;100.54016650604007;243.18322926434516;0
-13100;-0.8409604549407999;493641;24499;17356;1249;0;0.52;5;19638.81213914777;18818.400968079754;235.1136748048331;585.2974962631818;0;0
-13099;-0.6409604549407999;477113;24673;17223;1273;0;0.53;0;0;0;0;0;0;0
-13098;-0.8409604549407999;476516;24372;16469;1288;0;0.55;0;0;0;0;0;0;0
-13097;-0.1409604549407999;481497;25535;18783;1332;0;0.56;6;2095.2533026907868;1991.2141172156437;1.698252685222586;102.34093278992067;0;0
-13096;0.15903954505920015;482093;25941;19776;1371;0;0.58;6;5621.021316289019;5427.364642673325;0;193.6566736156936;0;0
-13095;-1.1409604549408;470019;24103;15512;1350;0;0.59;6;3701.471925030536;3586.9763449310713;0;114.49558009946466;0;0
-13094;-2.1409604549408;459540;21665;12357;1284;0;0.6;0;0;0;0;0;0;0
-13093;-1.8409604549407999;462871;22155;12975;1350;0;0.62;0;0;0;0;0;0;0
-13092;-2.4409604549408;457798;20211;11179;1305;0;0.63;6;7442.922023287434;7141.309494354682;0;301.61252893275184;0;0
-13091;-1.2409604549408;461507;23705;14198;1478;0;0.65;7;2345.4001969218707;2241.647985525415;0;103.75221139645578;0;0
-13090;-0.8409604549407999;462705;24634;15273;1481;0;0.66;7;16402.686598775712;8952.744351950701;7378.50034021381;71.44190661120008;0;0
-13089;-1.7409604549408;447862;15433;12522;1409;0;0.67;0;0;0;0;0;0;0
-13088;-2.6409604549408;439704;12667;10108;1263;0;0.69;0;0;0;0;0;0;0
-13087;-0.9409604549407999;455222;17392;14909;1480;0;0.7;0;0;0;0;0;0;0
-13086;-0.24096045494079998;459886;18618;17205;1485;0;0.71;0;0;0;0;0;0;0
-13085;-1.1409604549408;455356;17337;14522;1441;0;0.73;0;0;0;0;0;0;0
-13084;-1.5409604549407998;453185;16503;13316;1407;0;0.74;0;0;0;0;0;0;0
-13083;-2.0409604549408;449746;15269;11881;1350;0;0.75;8;15660.99144861769;15218.741857050205;32.366422069031096;409.8831694984535;0;0
-13082;-1.0409604549407998;443182;17550;14451;1469;0;0.76;0;0;0;0;0;0;0
-13081;-1.3409604549407999;441822;16964;13477;1417;0;0.77;0;0;0;0;0;0;0
-13080;-0.8409604549407999;446249;18151;15115;1486;0;0.78;8;988.8158037150266;846.0730758075824;0;142.7427279074442;0;0
-13079;-0.1409604549407999;450042;19541;17310;1524;0;0.79;8;16858.933664919987;8568.529330415822;6561.49728073676;379.83301481088546;1349.074038956521;0
