age;temperature_minimum_average;pollen_Psylvestris;pollen_Puncinata;pollen_Bpendula;pollen_Cavellana;pollen_Qpetraea;real_charcoal;ignitions;charcoal_sum;charcoal_Psylvestris;charcoal_Puncinata;charcoal_Bpendula;charcoal_Cavellana;charcoal_Qpetraea 
-14659;-2.0409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14658;-3.0409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14657;-1.9409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14656;-2.5409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14655;-3.0409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14654;-1.2409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14653;-2.0409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14652;-2.0409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14651;-2.9409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14650;-3.3409604549407996;0;0;0;0;0;0;0;0;0;0;0;0;0
-14649;-3.9409604549407997;0;0;0;0;0;0;0;0;0;0;0;0;0
-14648;-1.8409604549407999;0;0;0;0;0;0;0;0;0;0;0;0;0
-14647;-1.9409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14646;-2.8409604549407996;0;0;0;0;0;0;0;0;0;0;0;0;0
-14645;-3.0409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14644;-2.6409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14643;-3.9409604549407997;0;0;0;0;0;0;0;0;0;0;0;0;0
-14642;-2.6409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14641;-1.8409604549407999;0;0;0;0;0;0;0;0;0;0;0;0;0
-14640;-1.9409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14639;-2.4409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14638;-2.6409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14637;-2.7409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14636;-2.7409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14635;-2.9409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14634;-2.5409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14633;-2.2409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14632;-1.4409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14631;-1.3409604549407999;0;0;0;0;0;0;0;0;0;0;0;0;0
-14630;-2.2409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14629;-2.8409604549407996;0;0;0;0;0;0;0;0;0;0;0;0;0
-14628;-2.6409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14627;-1.7409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14626;-2.0409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14625;-2.8409604549407996;0;0;0;0;0;0;0;0;0;0;0;0;0
-14624;-3.6409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14623;-3.1409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14622;-2.2409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14621;-2.2409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14620;-2.2409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14619;-2.1409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14618;-2.5409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14617;-1.4409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14616;-1.9409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14615;-1.0409604549407998;0;0;0;0;0;0;0;0;0;0;0;0;0
-14614;-2.2409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14613;-2.7409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14612;-3.4409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14611;-2.7409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14610;-2.9409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14609;-3.1409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14608;-3.2409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14607;-2.1409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
-14606;-2.5409604549408;0;0;0;0;0;0;0;0;0;0;0;0;0
